#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"ApMsgFwd","20","128","94478336","6557696","1798144","9104",,,"22.25",,,,,"Process","8",,,,,,"128","16388",".","0","",,,,,"9104","9104","1798144","1798144","183880","183880","1875968","1875968","7860224","7860224","96575488","96575488",,,"1798144","1798144","00:00:17.7187500","ApMsgFwd",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.2500000","00:00:04.5312500","94478336","94478336","False",,,,"6557696","6557696",,
"ApntEx","20","134","94564352","6651904","2011136","9848","C:\Program Files\DellTPad\Apntex.exe","Alps Electric Co., Ltd.","0.03125","8, 1, 0, 34","8, 1, 0, 34","Alps Pointing-device Driver for Windows","Alps Pointing-device Driver for Windows","Process","8",,"False",,"1780","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","20688",".","0","","System.Diagnostics.ProcessModule (Apntex.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9848","9848","2011136","2011136","183512","183512","3334144","3334144","7573504","7573504","97787904","97787904","True","Normal","2011136","2011136","00:00:00.0156250","ApntEx","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","94564352","94564352","False",,,,"6651904","6651904",,
"Apoint","20","332","150695936","19312640","5591040","20520","C:\Program Files\DellTPad\Apoint.exe","Alps Electric Co., Ltd.","1.609375","10, 1, 101, 214","10, 1, 101, 214","Alps Pointing-device Driver","Alps Pointing-device Driver","Process","8",,"False",,"3104","Microsoft.Win32.SafeHandles.SafeProcessHandle","332","1276",".","0","","System.Diagnostics.ProcessModule (Apoint.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20520","20520","5591040","5591040","300056","300056","6393856","6393856","27656192","27656192","178311168","178311168","True","Normal","5591040","5591040","00:00:01.1562500","Apoint","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6093750","00:00:00.4531250","150695936","150695936","False",,,,"19312640","19312640",,
"AppleMobileDeviceService","0","277","134512640","3407872","5107712","19960",,,,,,,,"Process","8",,,,,,"277","4068",".","0","",,,,,"19960","19960","5107712","5107712","251072","251072","5373952","5373952","14983168","14983168","153014272","153014272",,,"5107712","5107712",,"AppleMobileDeviceService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"134512640","134512640","False",,,,"3407872","3407872",,
"ApplicationFrameHost","20","322","2199193116672","20938752","7663616","18080","C:\Windows\system32\ApplicationFrameHost.exe","Microsoft Corporation","0.28125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Application Frame Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3324","Microsoft.Win32.SafeHandles.SafeProcessHandle","322","15380",".","459438","Photos","System.Diagnostics.ProcessModule (ApplicationFrameHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18080","18080","7663616","7663616","324200","324200","8658944","8658944","25133056","25133056","191295488","2199214551040","True","Normal","7663616","7663616","00:00:00.1875000","ApplicationFrameHost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:19:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.0937500","169861120","2199193116672","False",,,,"20938752","20938752",,
"audiodg","0","219","2199145623552","19128320","11878400","14744",,,"4.671875",,,,,"Process","8",,,,,,"219","12232",".","0","",,,,,"14744","14744","11878400","11878400","195024","195024","25415680","25415680","33030144","33030144","131452928","2199154708480",,,"11878400","11878400","00:00:00.3906250","audiodg",,"True","0","System.Diagnostics.ProcessStartInfo","3/22/2018 8:52:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.6718750","00:00:04.2812500","122368000","2199145623552","False",,,,"19128320","19128320",,
"BlueJeans","20","260","175927296","13062144","22474752","42136","C:\Users\703021219\AppData\Local\Blue Jeans\App\BlueJeans.exe","Blue Jeans","0.765625","0.1.0.1","0.1.0.1","Blue Jeans Application","Blue Jeans Application","Process","8",,"False",,"3752","Microsoft.Win32.SafeHandles.SafeProcessHandle","260","3656",".","0","","System.Diagnostics.ProcessModule (BlueJeans.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42136","42136","22474752","22474752","280968","280968","22900736","22900736","27320320","27320320","181170176","181170176","True","Normal","22474752","22474752","00:00:00.4375000","BlueJeans","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7656250","00:00:00.3281250","175927296","175927296","False",,,,"13062144","13062144",,
"CCleaner64","20","425","178515968","14462976","11300864","27504",,,"6.34375",,,,,"Process","8",,,,,,"425","22276",".","0","",,,,,"27504","27504","11300864","11300864","334968","334968","18477056","18477056","28356608","28356608","438140928","438140928",,,"11300864","11300864","00:00:05.8125000","CCleaner64",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3437500","00:00:00.5312500","178515968","178515968","False",,,,"14462976","14462976",,
"CcmExec","0","1478","667160576","48898048","53673984","65296",,,,,,,,"Process","8",,,,,,"1478","8464",".","0","",,,,,"65296","65296","53673984","53673984","505416","505416","177340416","177340416","315621376","315621376","1615753216","1615753216",,,"53673984","53673984",,"CcmExec",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"667160576","667160576","False",,,,"48898048","48898048",,
"chrome","20","638","2199941132288","139595776","193490944","43296","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","81.90625","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"2888","Microsoft.Win32.SafeHandles.SafeProcessHandle","638","624",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43296","43296","193490944","193490944","972448","972448","445349888","445349888","303124480","303124480","995287040","2200018542592","True","Normal","193490944","193490944","00:00:21.5312500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:21.9062500","00:01:00.3750000","917876736","2199941132288","False",,,,"139595776","139595776",,
"chrome","20","297","2199934504960","101224448","102019072","45816","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","5.328125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3988","Microsoft.Win32.SafeHandles.SafeProcessHandle","297","2640",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","45816","45816","102019072","102019072","414392","414392","125751296","125751296","112111616","112111616","918130688","2199941386240","True","Normal","102019072","102019072","00:00:00.9218750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:22:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.3281250","00:00:04.4062500","911249408","2199934504960","False",,,,"101224448","101224448",,
"chrome","20","153","2199126347776","8704000","2777088","14336","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.15625","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3616","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","3012",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14336","14336","2777088","2777088","185528","185528","3563520","3563520","10924032","10924032","107286528","2199130542080","True","Normal","2777088","2777088","00:00:00.1250000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0312500","103092224","2199126347776","False",,,,"8704000","8704000",,
"chrome","20","327","2199917809664","72228864","65695744","36704","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","10.90625","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3216","Microsoft.Win32.SafeHandles.SafeProcessHandle","327","8188",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36704","36704","65695744","65695744","414936","414936","82010112","82010112","98902016","98902016","902418432","2199925673984","True","Normal","65695744","65695744","00:00:01.1718750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.9062500","00:00:09.7343750","894554112","2199917809664","False",,,,"72228864","72228864",,
"chrome","20","275","2199826321408","23736320","22999040","24600","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.6875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3488","Microsoft.Win32.SafeHandles.SafeProcessHandle","275","8272",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24600","24600","22999040","22999040","393688","393688","24707072","24707072","37068800","37068800","807260160","2199830515712","True","Normal","22999040","22999040","00:00:00.2187500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6875000","00:00:00.4687500","803065856","2199826321408","False",,,,"23736320","23736320",,
"chrome","20","375","2200282943488","324829184","393924608","103208","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","61.921875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"2932","Microsoft.Win32.SafeHandles.SafeProcessHandle","375","8536",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","103208","103208","393924608","393924608","453272","453272","473001984","473001984","515952640","515952640","1347014656","2200370270208","True","Idle","393924608","393924608","00:00:03.5156250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:48 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:01.9218750","00:00:58.4062500","1259687936","2200282943488","False",,,,"324829184","324829184",,
"chrome","20","306","2199919685632","39448576","65810432","40376","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","4.484375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3252","Microsoft.Win32.SafeHandles.SafeProcessHandle","306","9696",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40376","40376","65810432","65810432","405800","405800","119640064","119640064","133894144","133894144","925593600","2199948849152","True","Idle","65810432","65810432","00:00:00.6875000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:23:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4843750","00:00:03.7968750","896430080","2199919685632","False",,,,"39448576","39448576",,
"chrome","20","302","2199986958336","32309248","106192896","48536","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","4.671875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"1996","Microsoft.Win32.SafeHandles.SafeProcessHandle","302","9836",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","48536","48536","106192896","106192896","393448","393448","203456512","203456512","204443648","204443648","1029427200","2200052682752","True","Normal","106192896","106192896","00:00:00.5468750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.6718750","00:00:04.1250000","963702784","2199986958336","False",,,,"32309248","32309248",,
"chrome","20","304","2199909453824","36290560","59359232","39288","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","11.546875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"1628","Microsoft.Win32.SafeHandles.SafeProcessHandle","304","11216",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39288","39288","59359232","59359232","407448","407448","115228672","115228672","124387328","124387328","909660160","2199932915712","True","Idle","59359232","59359232","00:00:01.3593750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:23:49 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.5468750","00:00:10.1875000","886198272","2199909453824","False",,,,"36290560","36290560",,
"chrome","20","3372","2199791980544","208822272","165720064","101688","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","281.234375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3772","Microsoft.Win32.SafeHandles.SafeProcessHandle","3372","12536",".","66598","Learn Windows PowerShell in a Month of Lunches, Third Edition - Google Play - Google Chrome","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","101688","101688","165720064","165720064","1134736","1134736","285577216","285577216","321032192","321032192","1751543808","2200774799360","True","Normal","165720064","165720064","00:01:36.4843750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:36 AM",,"System.Diagnostics.ProcessThreadCollection","00:04:41.2343750","00:03:04.7500000","768724992","2199791980544","False",,,,"208822272","208822272",,
"chrome","20","312","2199891374080","59494400","59269120","34936","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","3.703125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3876","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","12952",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34936","34936","59269120","59269120","399528","399528","85184512","85184512","116727808","116727808","911769600","2199935025152","True","Idle","59269120","59269120","00:00:00.4531250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7031250","00:00:03.2500000","868118528","2199891374080","False",,,,"59494400","59494400",,
"chrome","20","280","2200044433408","178311168","186540032","64584","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","28.359375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"2848","Microsoft.Win32.SafeHandles.SafeProcessHandle","280","13608",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","64584","64584","186540032","186540032","405992","405992","303853568","303853568","314728448","314728448","1105092608","2200128348160","True","Normal","186540032","186540032","00:00:02.0156250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.3593750","00:00:26.3437500","1021177856","2200044433408","False",,,,"178311168","178311168",,
"chrome","20","274","2199821078528","21712896","21241856","24056","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.671875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3808","Microsoft.Win32.SafeHandles.SafeProcessHandle","274","13660",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24056","24056","21241856","21241856","393688","393688","21446656","21446656","32931840","32931840","802017280","2199825272832","True","Normal","21241856","21241856","00:00:00.2187500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.4531250","797822976","2199821078528","False",,,,"21712896","21712896",,
"chrome","20","281","2199849398272","36241408","35090432","27048","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","1.859375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3912","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","15276",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27048","27048","35090432","35090432","401896","401896","38076416","38076416","47656960","47656960","832434176","2199855689728","True","Normal","35090432","35090432","00:00:00.2031250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8593750","00:00:01.6562500","826142720","2199849398272","False",,,,"36241408","36241408",,
"chrome","20","370","2200003661824","155897856","126181376","53296","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","10.546875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"4004","Microsoft.Win32.SafeHandles.SafeProcessHandle","370","15496",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","53296","53296","126181376","126181376","457688","457688","166027264","166027264","204136448","204136448","1005191168","2200028446720","True","Normal","126181376","126181376","00:00:00.7187500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:52:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.5468750","00:00:09.8281250","980406272","2200003661824","False",,,,"155897856","155897856",,
"chrome","20","300","2199992922112","100421632","111665152","49080","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","9.53125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"2332","Microsoft.Win32.SafeHandles.SafeProcessHandle","300","15688",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","49080","49080","111665152","111665152","389224","389224","203636736","203636736","203456512","203456512","1029758976","2200053014528","True","Idle","111665152","111665152","00:00:00.8593750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.5312500","00:00:08.6718750","969666560","2199992922112","False",,,,"100421632","100421632",,
"chrome","20","278","2199825272832","37777408","24272896","24736","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.3125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3780","Microsoft.Win32.SafeHandles.SafeProcessHandle","278","15952",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24736","24736","24272896","24272896","438744","438744","24272896","24272896","37777408","37777408","802017280","2199825272832","True","Normal","24272896","24272896","00:00:00.1562500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:57:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.1562500","802017280","2199825272832","False",,,,"37777408","37777408",,
"chrome","20","274","2199824224256","21970944","22425600","24464","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.578125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3560","Microsoft.Win32.SafeHandles.SafeProcessHandle","274","16232",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24464","24464","22425600","22425600","389592","389592","22822912","22822912","34127872","34127872","805163008","2199828418560","True","Normal","22425600","22425600","00:00:00.2343750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.3437500","800968704","2199824224256","False",,,,"21970944","21970944",,
"chrome","20","329","2199908319232","54652928","67792896","38472","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","2.875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"2564","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","17716",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38472","38472","67792896","67792896","448112","448112","85172224","85172224","109658112","109658112","902500352","2199925755904","True","Idle","67792896","67792896","00:00:00.4062500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:35:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.8750000","00:00:02.4687500","885063680","2199908319232","False",,,,"54652928","54652928",,
"chrome","20","281","2199851225088","48189440","42373120","28408","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","11.359375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"2900","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","19436",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28408","28408","42373120","42373120","381400","381400","45252608","45252608","51470336","51470336","829542400","2199852797952","True","Normal","42373120","42373120","00:00:00.9375000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.3593750","00:00:10.4218750","827969536","2199851225088","False",,,,"48189440","48189440",,
"chrome","20","294","2199856869376","54640640","38002688","28544","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.609375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3632","Microsoft.Win32.SafeHandles.SafeProcessHandle","294","20372",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28544","28544","38002688","38002688","422632","422632","48852992","48852992","57913344","57913344","1390473216","2200413728768","True","Normal","38002688","38002688","00:00:00.1875000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:57:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6093750","00:00:00.4218750","833613824","2199856869376","False",,,,"54640640","54640640",,
"chrome","20","291","2199831445504","37990400","24215552","25144","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.359375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"1912","Microsoft.Win32.SafeHandles.SafeProcessHandle","291","21184",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25144","25144","24215552","24215552","387312","387312","24756224","24756224","37990400","37990400","808202240","2199831457792","True","Normal","24215552","24215552","00:00:00.1875000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:57:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.1718750","808189952","2199831445504","False",,,,"37990400","37990400",,
"chrome","20","334","2200072368128","101638144","217731072","63904","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","37.796875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3172","Microsoft.Win32.SafeHandles.SafeProcessHandle","334","22016",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","63904","63904","217731072","217731072","457352","457352","273117184","273117184","329773056","329773056","1149169664","2200172425216","True","Idle","217731072","217731072","00:00:03.1093750","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:35:47 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:37.7968750","00:00:34.6875000","1049112576","2200072368128","False",,,,"101638144","101638144",,
"chrome","20","355","2199132839936","8855552","2932736","14744","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.21875","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"3840","Microsoft.Win32.SafeHandles.SafeProcessHandle","355","22048",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14744","14744","2932736","2932736","190416","190416","2977792","2977792","10485760","10485760","111738880","2199134994432","True","Normal","2932736","2932736","00:00:00.1406250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:36 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0781250","109584384","2199132839936","False",,,,"8855552","8855552",,
"chrome","20","277","2199820038144","19853312","19324928","24056","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.4375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"2288","Microsoft.Win32.SafeHandles.SafeProcessHandle","277","22136",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24056","24056","19324928","19324928","385512","385512","19959808","19959808","28532736","28532736","803074048","2199826329600","True","Idle","19324928","19324928","00:00:00.1875000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.2500000","796782592","2199820038144","False",,,,"19853312","19853312",,
"chrome","20","317","2199837679616","28057600","26845184","26504","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0.59375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3180","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","23372",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26504","26504","26845184","26845184","424064","424064","27668480","27668480","43888640","43888640","822423552","2199845679104","True","Idle","26845184","26845184","00:00:00.2656250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5937500","00:00:00.3281250","814424064","2199837679616","False",,,,"28057600","28057600",,
"chrome","20","324","2200023810048","162570240","146006016","51800","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","125.8125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3432","Microsoft.Win32.SafeHandles.SafeProcessHandle","324","24036",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51800","51800","146006016","146006016","446512","446512","230080512","230080512","267153408","267153408","1099018240","2200122273792","True","Idle","146006016","146006016","00:00:08.6250000","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:39:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:05.8125000","00:01:57.1875000","1000554496","2200023810048","False",,,,"162570240","162570240",,
